date,location,aqi,pm25
2016-04-21T20:00:00.000Z,钱湖水厂,98,73
2016-04-21T20:00:00.000Z,太古小学,56,37
2016-04-21T20:00:00.000Z,市环境监测中心,52,28
2016-04-21T20:00:00.000Z,万里国际学校,55,39
2016-04-21T21:00:00.000Z,选择监测点,59,40
2016-04-21T21:00:00.000Z,区环保大楼,55,33
2016-04-21T21:00:00.000Z,万里学院,43,30
2016-04-21T21:00:00.000Z,龙赛医院,97,72
2016-04-21T21:00:00.000Z,三江中学,48,31
2016-04-21T21:00:00.000Z,钱湖水厂,77,56
2016-04-21T21:00:00.000Z,太古小学,50,32
2016-04-21T21:00:00.000Z,市环境监测中心,54,32
2016-04-21T21:00:00.000Z,万里国际学校,54,38
2016-04-21T22:00:00.000Z,选择监测点,50,34
2016-04-21T22:00:00.000Z,区环保大楼,56,35
2016-04-21T22:00:00.000Z,万里学院,40,27
2016-04-21T22:00:00.000Z,龙赛医院,82,60
2016-04-21T22:00:00.000Z,三江中学,46,30
2016-04-21T22:00:00.000Z,钱湖水厂,45,31
2016-04-21T22:00:00.000Z,太古小学,39,27
2016-04-21T22:00:00.000Z,市环境监测中心,53,33
2016-04-21T22:00:00.000Z,万里国际学校,43,30
2016-04-21T23:00:00.000Z,选择监测点,55,38
2016-04-21T23:00:00.000Z,区环保大楼,60,41
2016-04-21T23:00:00.000Z,万里学院,77,56
2016-04-21T23:00:00.000Z,龙赛医院,74,54
2016-04-21T23:00:00.000Z,三江中学,48,32
2016-04-21T23:00:00.000Z,钱湖水厂,35,24
2016-04-21T23:00:00.000Z,太古小学,38,26
2016-04-21T23:00:00.000Z,市环境监测中心,54,35
2016-04-21T23:00:00.000Z,万里国际学校,55,39
2016-04-22T00:00:00.000Z,选择监测点,61,43
2016-04-22T00:00:00.000Z,区环保大楼,73,53
2016-04-22T00:00:00.000Z,万里学院,65,47
2016-04-22T00:00:00.000Z,龙赛医院,80,59
2016-04-22T00:00:00.000Z,三江中学,46,30
2016-04-22T00:00:00.000Z,钱湖水厂,39,27
2016-04-22T00:00:00.000Z,太古小学,58,41
2016-04-22T00:00:00.000Z,市环境监测中心,53,35
2016-04-22T00:00:00.000Z,万里国际学校,74,54
2016-04-22T01:00:00.000Z,选择监测点,65,46
2016-04-22T01:00:00.000Z,区环保大楼,80,59
2016-04-22T01:00:00.000Z,万里学院,50,35
2016-04-22T01:00:00.000Z,龙赛医院,78,57
2016-04-22T01:00:00.000Z,三江中学,50,31
2016-04-22T01:00:00.000Z,钱湖水厂,77,56
2016-04-22T01:00:00.000Z,太古小学,46,32
2016-04-22T01:00:00.000Z,市环境监测中心,53,34
2016-04-22T01:00:00.000Z,万里国际学校,88,65
2016-04-22T02:00:00.000Z,选择监测点,60,42
2016-04-22T02:00:00.000Z,区环保大楼,83,61
2016-04-22T02:00:00.000Z,万里学院,43,29
2016-04-22T02:00:00.000Z,龙赛医院,73,53
2016-04-22T02:00:00.000Z,三江中学,54,33
2016-04-22T02:00:00.000Z,钱湖水厂,80,59
2016-04-22T02:00:00.000Z,太古小学,40,28
2016-04-22T02:00:00.000Z,市环境监测中心,55,35
2016-04-22T02:00:00.000Z,万里国际学校,57,40
2016-04-22T03:00:00.000Z,选择监测点,60,43
2016-04-22T03:00:00.000Z,区环保大楼,81,59
2016-04-22T03:00:00.000Z,万里学院,53,37
2016-04-22T03:00:00.000Z,龙赛医院,68,49
2016-04-22T03:00:00.000Z,三江中学,66,46
2016-04-22T03:00:00.000Z,钱湖水厂,48,33
2016-04-22T03:00:00.000Z,太古小学,55,39
2016-04-22T03:00:00.000Z,市环境监测中心,60,42
2016-04-22T03:00:00.000Z,万里国际学校,55,39
2016-04-22T04:00:00.000Z,选择监测点,60,43
2016-04-22T04:00:00.000Z,区环保大楼,81,59
2016-04-22T04:00:00.000Z,万里学院,53,37
2016-04-22T04:00:00.000Z,龙赛医院,68,49
2016-04-22T04:00:00.000Z,三江中学,66,46
2016-04-22T04:00:00.000Z,钱湖水厂,48,33
2016-04-22T04:00:00.000Z,太古小学,55,39
2016-04-22T04:00:00.000Z,市环境监测中心,60,42
2016-04-22T04:00:00.000Z,万里国际学校,55,39
2016-04-22T05:00:00.000Z,选择监测点,97,40
2016-04-22T05:00:00.000Z,区环保大楼,103,43
2016-04-22T05:00:00.000Z,万里学院,89,44
2016-04-22T05:00:00.000Z,龙赛医院,109,44
2016-04-22T05:00:00.000Z,三江中学,109,45
2016-04-22T05:00:00.000Z,钱湖水厂,103,23
2016-04-22T05:00:00.000Z,太古小学,104,34
2016-04-22T05:00:00.000Z,市环境监测中心,73,53
2016-04-22T05:00:00.000Z,万里国际学校,88,35
2016-04-22T06:00:00.000Z,选择监测点,99,34
2016-04-22T06:00:00.000Z,区环保大楼,98,32
2016-04-22T06:00:00.000Z,万里学院,94,34
2016-04-22T06:00:00.000Z,龙赛医院,120,37
2016-04-22T06:00:00.000Z,三江中学,110,43
2016-04-22T06:00:00.000Z,钱湖水厂,107,24
2016-04-22T06:00:00.000Z,太古小学,105,35
2016-04-22T06:00:00.000Z,市环境监测中心,77,39
2016-04-22T06:00:00.000Z,万里国际学校,88,32
2016-04-22T07:00:00.000Z,选择监测点,97,31
2016-04-22T07:00:00.000Z,区环保大楼,99,29
2016-04-22T07:00:00.000Z,万里学院,99,33
2016-04-22T07:00:00.000Z,龙赛医院,102,29
2016-04-22T07:00:00.000Z,三江中学,107,40
2016-04-22T07:00:00.000Z,钱湖水厂,110,24
2016-04-22T07:00:00.000Z,太古小学,106,34
2016-04-22T07:00:00.000Z,市环境监测中心,68,34
2016-04-22T07:00:00.000Z,万里国际学校,85,29
2016-04-22T08:00:00.000Z,选择监测点,92,30
2016-04-22T08:00:00.000Z,区环保大楼,97,24
2016-04-22T08:00:00.000Z,万里学院,92,33
2016-04-22T08:00:00.000Z,龙赛医院,101,26
2016-04-22T08:00:00.000Z,三江中学,103,38
2016-04-22T08:00:00.000Z,钱湖水厂,110,25
2016-04-22T08:00:00.000Z,太古小学,101,34
2016-04-22T08:00:00.000Z,市环境监测中心,57,32
2016-04-22T08:00:00.000Z,万里国际学校,82,29
2016-04-22T09:00:00.000Z,选择监测点,85,31
2016-04-22T09:00:00.000Z,区环保大楼,84,29
2016-04-22T09:00:00.000Z,万里学院,87,35
2016-04-22T09:00:00.000Z,龙赛医院,84,25
2016-04-22T09:00:00.000Z,三江中学,99,37
2016-04-22T09:00:00.000Z,钱湖水厂,109,28
2016-04-22T09:00:00.000Z,太古小学,90,35
2016-04-22T09:00:00.000Z,市环境监测中心,58,32
2016-04-22T09:00:00.000Z,万里国际学校,70,30
2016-04-22T10:00:00.000Z,选择监测点,75,39
2016-04-22T10:00:00.000Z,区环保大楼,72,42
2016-04-22T10:00:00.000Z,万里学院,75,41
2016-04-22T10:00:00.000Z,龙赛医院,83,35
2016-04-22T10:00:00.000Z,三江中学,78,43
2016-04-22T10:00:00.000Z,钱湖水厂,105,30
2016-04-22T10:00:00.000Z,太古小学,68,45
2016-04-22T10:00:00.000Z,市环境监测中心,62,37
2016-04-22T10:00:00.000Z,万里国际学校,59,39
2016-04-22T11:00:00.000Z,选择监测点,68,43
2016-04-22T11:00:00.000Z,区环保大楼,69,46
2016-04-22T11:00:00.000Z,万里学院,60,43
2016-04-22T11:00:00.000Z,龙赛医院,66,45
2016-04-22T11:00:00.000Z,三江中学,63,45
2016-04-22T11:00:00.000Z,钱湖水厂,101,35
2016-04-22T11:00:00.000Z,太古小学,69,50
2016-04-22T11:00:00.000Z,市环境监测中心,62,38
2016-04-22T11:00:00.000Z,万里国际学校,59,42
2016-04-22T12:00:00.000Z,选择监测点,70,46
2016-04-22T12:00:00.000Z,区环保大楼,67,39
2016-04-22T12:00:00.000Z,万里学院,73,53
2016-04-22T12:00:00.000Z,龙赛医院,68,49
2016-04-22T12:00:00.000Z,三江中学,67,48
2016-04-22T12:00:00.000Z,钱湖水厂,93,42
2016-04-22T12:00:00.000Z,太古小学,69,50
2016-04-22T12:00:00.000Z,市环境监测中心,64,43
2016-04-22T12:00:00.000Z,万里国际学校,64,46
2016-04-22T13:00:00.000Z,选择监测点,67,43
2016-04-22T13:00:00.000Z,区环保大楼,64,38
2016-04-22T13:00:00.000Z,万里学院,68,49
2016-04-22T13:00:00.000Z,龙赛医院,64,35
2016-04-22T13:00:00.000Z,三江中学,67,48
2016-04-22T13:00:00.000Z,钱湖水厂,84,41
2016-04-22T13:00:00.000Z,太古小学,67,48
2016-04-22T13:00:00.000Z,市环境监测中心,65,45
2016-04-22T13:00:00.000Z,万里国际学校,64,46
2016-04-22T14:00:00.000Z,选择监测点,62,39
2016-04-22T14:00:00.000Z,区环保大楼,67,38
2016-04-22T14:00:00.000Z,万里学院,58,41
2016-04-22T14:00:00.000Z,龙赛医院,57,33
2016-04-22T14:00:00.000Z,三江中学,62,44
2016-04-22T14:00:00.000Z,钱湖水厂,72,38
2016-04-22T14:00:00.000Z,太古小学,63,45
2016-04-22T14:00:00.000Z,市环境监测中心,63,40
2016-04-22T14:00:00.000Z,万里国际学校,55,39
2016-04-22T15:00:00.000Z,选择监测点,62,37
2016-04-22T15:00:00.000Z,区环保大楼,62,37
2016-04-22T15:00:00.000Z,万里学院,60,43
2016-04-22T15:00:00.000Z,龙赛医院,63,30
2016-04-22T15:00:00.000Z,三江中学,61,43
2016-04-22T15:00:00.000Z,钱湖水厂,79,38
2016-04-22T15:00:00.000Z,太古小学,59,42
2016-04-22T15:00:00.000Z,市环境监测中心,63,38
2016-04-22T15:00:00.000Z,万里国际学校,52,31
2016-04-22T16:00:00.000Z,选择监测点,61,41
2016-04-22T16:00:00.000Z,区环保大楼,61,35
2016-04-22T16:00:00.000Z,万里学院,73,53
2016-04-22T16:00:00.000Z,龙赛医院,57,36
2016-04-22T16:00:00.000Z,三江中学,63,42
2016-04-22T16:00:00.000Z,钱湖水厂,57,40
2016-04-22T16:00:00.000Z,太古小学,64,46
2016-04-22T16:00:00.000Z,市环境监测中心,63,41
2016-04-22T16:00:00.000Z,万里国际学校,55,39
2016-04-22T17:00:00.000Z,选择监测点,56,33
2016-04-22T17:00:00.000Z,区环保大楼,52,27
2016-04-22T17:00:00.000Z,万里学院,53,37
2016-04-22T17:00:00.000Z,龙赛医院,48,25
2016-04-22T17:00:00.000Z,三江中学,56,38
2016-04-22T17:00:00.000Z,钱湖水厂,74,22
2016-04-22T17:00:00.000Z,太古小学,53,37
2016-04-22T17:00:00.000Z,市环境监测中心,63,43
2016-04-22T17:00:00.000Z,万里国际学校,52,36
2016-04-22T18:00:00.000Z,选择监测点,51,26
2016-04-22T18:00:00.000Z,区环保大楼,45,22
2016-04-22T18:00:00.000Z,万里学院,48,26
2016-04-22T18:00:00.000Z,龙赛医院,44,22
2016-04-22T18:00:00.000Z,三江中学,52,31
2016-04-22T18:00:00.000Z,钱湖水厂,72,19
2016-04-22T18:00:00.000Z,太古小学,49,34
2016-04-22T18:00:00.000Z,市环境监测中心,57,32
2016-04-22T18:00:00.000Z,万里国际学校,47,23
2016-04-22T19:00:00.000Z,选择监测点,51,25
2016-04-22T19:00:00.000Z,区环保大楼,42,22
2016-04-22T19:00:00.000Z,万里学院,49,26
2016-04-22T19:00:00.000Z,龙赛医院,44,26
2016-04-22T19:00:00.000Z,三江中学,46,27
2016-04-22T19:00:00.000Z,钱湖水厂,79,21
2016-04-22T19:00:00.000Z,太古小学,46,29
2016-04-22T19:00:00.000Z,市环境监测中心,56,31
2016-04-22T19:00:00.000Z,万里国际学校,48,21
2016-04-22T20:00:00.000Z,选择监测点,49,29
2016-04-22T20:00:00.000Z,区环保大楼,45,19
2016-04-22T20:00:00.000Z,万里学院,48,29
2016-04-22T20:00:00.000Z,龙赛医院,56,39
2016-04-22T20:00:00.000Z,三江中学,51,30
2016-04-22T20:00:00.000Z,钱湖水厂,53,23
2016-04-22T20:00:00.000Z,太古小学,47,32
2016-04-22T20:00:00.000Z,市环境监测中心,57,35
2016-04-22T20:00:00.000Z,万里国际学校,40,28
2016-04-22T21:00:00.000Z,选择监测点,52,33
2016-04-22T21:00:00.000Z,区环保大楼,45,24
2016-04-22T21:00:00.000Z,万里学院,49,34
2016-04-22T21:00:00.000Z,龙赛医院,51,31
2016-04-22T21:00:00.000Z,三江中学,53,35
2016-04-22T21:00:00.000Z,钱湖水厂,49,27
2016-04-22T21:00:00.000Z,太古小学,53,37
2016-04-22T21:00:00.000Z,市环境监测中心,58,38
2016-04-22T21:00:00.000Z,万里国际学校,58,41
2016-04-22T22:00:00.000Z,选择监测点,57,38
2016-04-22T22:00:00.000Z,区环保大楼,40,16
2016-04-22T22:00:00.000Z,万里学院,68,49
2016-04-22T22:00:00.000Z,龙赛医院,45,22
2016-04-22T22:00:00.000Z,三江中学,67,48
2016-04-22T22:00:00.000Z,钱湖水厂,58,41
2016-04-22T22:00:00.000Z,太古小学,64,46
2016-04-22T22:00:00.000Z,市环境监测中心,67,48
2016-04-22T22:00:00.000Z,万里国际学校,52,36
2016-04-22T23:00:00.000Z,选择监测点,50,32
2016-04-22T23:00:00.000Z,区环保大楼,42,22
2016-04-22T23:00:00.000Z,万里学院,63,45
2016-04-22T23:00:00.000Z,龙赛医院,44,23
2016-04-22T23:00:00.000Z,三江中学,47,31
2016-04-22T23:00:00.000Z,钱湖水厂,55,39
2016-04-22T23:00:00.000Z,太古小学,45,31
2016-04-22T23:00:00.000Z,市环境监测中心,54,33
2016-04-22T23:00:00.000Z,万里国际学校,50,35
2016-04-23T00:00:00.000Z,选择监测点,52,34
2016-04-23T00:00:00.000Z,区环保大楼,50,26
2016-04-23T00:00:00.000Z,万里学院,54,38
2016-04-23T00:00:00.000Z,龙赛医院,48,26
2016-04-23T00:00:00.000Z,三江中学,53,35
2016-04-23T00:00:00.000Z,钱湖水厂,59,42
2016-04-23T00:00:00.000Z,太古小学,48,33
2016-04-23T00:00:00.000Z,市环境监测中心,57,39
2016-04-23T00:00:00.000Z,万里国际学校,52,36
2016-04-23T01:00:00.000Z,选择监测点,57,38
2016-04-23T01:00:00.000Z,区环保大楼,53,29
2016-04-23T01:00:00.000Z,万里学院,80,59
2016-04-23T01:00:00.000Z,龙赛医院,50,26
2016-04-23T01:00:00.000Z,三江中学,45,29
2016-04-23T01:00:00.000Z,钱湖水厂,60,43
2016-04-23T01:00:00.000Z,太古小学,60,43
2016-04-23T01:00:00.000Z,市环境监测中心,65,47
2016-04-23T01:00:00.000Z,万里国际学校,43,30
2016-04-23T02:00:00.000Z,选择监测点,63,44
2016-04-23T02:00:00.000Z,区环保大楼,35,18
2016-04-23T02:00:00.000Z,万里学院,77,56
2016-04-23T02:00:00.000Z,龙赛医院,73,53
2016-04-23T02:00:00.000Z,三江中学,54,37
2016-04-23T02:00:00.000Z,钱湖水厂,55,39
2016-04-23T02:00:00.000Z,太古小学,70,51
2016-04-23T02:00:00.000Z,市环境监测中心,78,57
2016-04-23T02:00:00.000Z,万里国际学校,64,46
2016-04-23T03:00:00.000Z,选择监测点,59,41
2016-04-23T03:00:00.000Z,区环保大楼,43,22
2016-04-23T03:00:00.000Z,万里学院,74,54
2016-04-23T03:00:00.000Z,龙赛医院,63,45
2016-04-23T03:00:00.000Z,三江中学,62,44
2016-04-23T03:00:00.000Z,钱湖水厂,40,28
2016-04-23T03:00:00.000Z,太古小学,62,44
2016-04-23T03:00:00.000Z,市环境监测中心,79,58
2016-04-23T03:00:00.000Z,万里国际学校,53,37
2016-04-23T04:00:00.000Z,选择监测点,54,36
2016-04-23T04:00:00.000Z,区环保大楼,72,49
2016-04-23T04:00:00.000Z,万里学院,60,43
2016-04-23T04:00:00.000Z,龙赛医院,63,45
2016-04-23T04:00:00.000Z,三江中学,48,32
2016-04-23T04:00:00.000Z,钱湖水厂,34,16
2016-04-23T04:00:00.000Z,太古小学,57,40
2016-04-23T04:00:00.000Z,市环境监测中心,57,39
2016-04-23T04:00:00.000Z,万里国际学校,45,31
2016-04-23T05:00:00.000Z,选择监测点,54,36
2016-04-23T05:00:00.000Z,区环保大楼,66,43
2016-04-23T05:00:00.000Z,万里学院,39,27
2016-04-23T05:00:00.000Z,龙赛医院,68,49
2016-04-23T05:00:00.000Z,三江中学,53,37
2016-04-23T05:00:00.000Z,钱湖水厂,36,13
2016-04-23T05:00:00.000Z,太古小学,46,32
2016-04-23T05:00:00.000Z,市环境监测中心,73,53
2016-04-23T05:00:00.000Z,万里国际学校,57,40
2016-04-23T06:00:00.000Z,选择监测点,59,41
2016-04-23T06:00:00.000Z,区环保大楼,59,35
2016-04-23T06:00:00.000Z,万里学院,38,26
2016-04-23T06:00:00.000Z,龙赛医院,72,52
2016-04-23T06:00:00.000Z,三江中学,53,37
2016-04-23T06:00:00.000Z,钱湖水厂,65,47
2016-04-23T06:00:00.000Z,太古小学,45,31
2016-04-23T06:00:00.000Z,市环境监测中心,77,56
2016-04-23T06:00:00.000Z,万里国际学校,64,46
2016-04-23T07:00:00.000Z,选择监测点,62,44
2016-04-23T07:00:00.000Z,区环保大楼,61,39
2016-04-23T07:00:00.000Z,万里学院,68,49
2016-04-23T07:00:00.000Z,龙赛医院,64,46
2016-04-23T07:00:00.000Z,三江中学,52,36
2016-04-23T07:00:00.000Z,钱湖水厂,67,48
2016-04-23T07:00:00.000Z,太古小学,42,29
2016-04-23T07:00:00.000Z,市环境监测中心,80,59
2016-04-23T07:00:00.000Z,万里国际学校,69,50
2016-04-23T08:00:00.000Z,选择监测点,64,43
2016-04-23T08:00:00.000Z,区环保大楼,63,40
2016-04-23T08:00:00.000Z,万里学院,78,57
2016-04-23T08:00:00.000Z,龙赛医院,68,49
2016-04-23T08:00:00.000Z,三江中学,52,36
2016-04-23T08:00:00.000Z,钱湖水厂,59,29
2016-04-23T08:00:00.000Z,太古小学,52,36
2016-04-23T08:00:00.000Z,市环境监测中心,65,46
2016-04-23T08:00:00.000Z,万里国际学校,79,58
2016-04-23T09:00:00.000Z,选择监测点,65,45
2016-04-23T09:00:00.000Z,区环保大楼,58,35
2016-04-23T09:00:00.000Z,万里学院,58,41
2016-04-23T09:00:00.000Z,龙赛医院,65,47
2016-04-23T09:00:00.000Z,三江中学,73,53
2016-04-23T09:00:00.000Z,钱湖水厂,53,34
2016-04-23T09:00:00.000Z,太古小学,62,44
2016-04-23T09:00:00.000Z,市环境监测中心,64,45
2016-04-23T09:00:00.000Z,万里国际学校,89,66
2016-04-23T10:00:00.000Z,选择监测点,71,51
2016-04-23T10:00:00.000Z,区环保大楼,59,37
2016-04-23T10:00:00.000Z,万里学院,73,53
2016-04-23T10:00:00.000Z,龙赛医院,55,36
2016-04-23T10:00:00.000Z,三江中学,85,63
2016-04-23T10:00:00.000Z,钱湖水厂,55,39
2016-04-23T10:00:00.000Z,太古小学,82,60
2016-04-23T10:00:00.000Z,市环境监测中心,82,60
2016-04-23T10:00:00.000Z,万里国际学校,84,62
2016-04-23T11:00:00.000Z,选择监测点,74,53
2016-04-23T11:00:00.000Z,区环保大楼,63,40
2016-04-23T11:00:00.000Z,万里学院,92,68
2016-04-23T11:00:00.000Z,龙赛医院,57,40
2016-04-23T11:00:00.000Z,三江中学,77,56
2016-04-23T11:00:00.000Z,钱湖水厂,69,50
2016-04-23T11:00:00.000Z,太古小学,77,56
2016-04-23T11:00:00.000Z,市环境监测中心,85,63
2016-04-23T11:00:00.000Z,万里国际学校,72,52
2016-04-23T12:00:00.000Z,选择监测点,60,41
2016-04-23T12:00:00.000Z,区环保大楼,59,35
2016-04-23T12:00:00.000Z,万里学院,70,51
2016-04-23T12:00:00.000Z,龙赛医院,42,28
2016-04-23T12:00:00.000Z,三江中学,80,59
2016-04-23T12:00:00.000Z,钱湖水厂,53,37
2016-04-23T12:00:00.000Z,太古小学,57,40
2016-04-23T12:00:00.000Z,市环境监测中心,69,48
2016-04-23T12:00:00.000Z,万里国际学校,53,37
2016-04-23T13:00:00.000Z,选择监测点,41,22
2016-04-23T13:00:00.000Z,区环保大楼,34,14
2016-04-23T13:00:00.000Z,万里学院,43,30
2016-04-23T13:00:00.000Z,龙赛医院,40,13
2016-04-23T13:00:00.000Z,三江中学,36,20
2016-04-23T13:00:00.000Z,钱湖水厂,40,28
2016-04-23T13:00:00.000Z,太古小学,38,26
2016-04-23T13:00:00.000Z,市环境监测中心,56,29
2016-04-23T13:00:00.000Z,万里国际学校,41,18
2016-04-23T14:00:00.000Z,选择监测点,38,17
2016-04-23T14:00:00.000Z,区环保大楼,38,12
2016-04-23T14:00:00.000Z,万里学院,35,24
2016-04-23T14:00:00.000Z,龙赛医院,36,13
2016-04-23T14:00:00.000Z,三江中学,36,16
2016-04-23T14:00:00.000Z,钱湖水厂,38,20
2016-04-23T14:00:00.000Z,太古小学,36,22
2016-04-23T14:00:00.000Z,市环境监测中心,50,20
2016-04-23T14:00:00.000Z,万里国际学校,37,11
2016-04-23T15:00:00.000Z,选择监测点,38,17
2016-04-23T15:00:00.000Z,区环保大楼,40,10
2016-04-23T15:00:00.000Z,万里学院,34,22
2016-04-23T15:00:00.000Z,龙赛医院,35,15
2016-04-23T15:00:00.000Z,三江中学,33,20
2016-04-23T15:00:00.000Z,钱湖水厂,40,14
2016-04-23T15:00:00.000Z,太古小学,41,18
2016-04-23T15:00:00.000Z,市环境监测中心,48,19
2016-04-23T15:00:00.000Z,万里国际学校,36,19
2016-04-23T16:00:00.000Z,选择监测点,39,14
2016-04-23T16:00:00.000Z,区环保大楼,37,6
2016-04-23T16:00:00.000Z,万里学院,35,23
2016-04-23T16:00:00.000Z,龙赛医院,38,10
2016-04-23T16:00:00.000Z,三江中学,38,15
2016-04-23T16:00:00.000Z,钱湖水厂,40,15
2016-04-23T16:00:00.000Z,太古小学,43,16
2016-04-23T16:00:00.000Z,市环境监测中心,46,18
2016-04-23T16:00:00.000Z,万里国际学校,42,11
2016-04-23T17:00:00.000Z,选择监测点,37,12
2016-04-23T17:00:00.000Z,区环保大楼,31,9
2016-04-23T17:00:00.000Z,万里学院,37,16
2016-04-23T17:00:00.000Z,龙赛医院,37,7
2016-04-23T17:00:00.000Z,三江中学,31,15
2016-04-23T17:00:00.000Z,钱湖水厂,40,14
2016-04-23T17:00:00.000Z,太古小学,43,13
2016-04-23T17:00:00.000Z,市环境监测中心,42,16
2016-04-23T17:00:00.000Z,万里国际学校,40,11
2016-04-23T18:00:00.000Z,选择监测点,37,13
2016-04-23T18:00:00.000Z,区环保大楼,36,10
2016-04-23T18:00:00.000Z,万里学院,35,14
2016-04-23T18:00:00.000Z,龙赛医院,35,10
2016-04-23T18:00:00.000Z,三江中学,32,16
2016-04-23T18:00:00.000Z,钱湖水厂,38,15
2016-04-23T18:00:00.000Z,太古小学,41,13
2016-04-23T18:00:00.000Z,市环境监测中心,41,16
2016-04-23T18:00:00.000Z,万里国际学校,38,11
2016-04-23T19:00:00.000Z,选择监测点,35,17
2016-04-23T19:00:00.000Z,区环保大楼,37,20
2016-04-23T19:00:00.000Z,万里学院,34,16
2016-04-23T19:00:00.000Z,龙赛医院,32,17
2016-04-23T19:00:00.000Z,三江中学,30,20
2016-04-23T19:00:00.000Z,钱湖水厂,34,17
2016-04-23T19:00:00.000Z,太古小学,38,16
2016-04-23T19:00:00.000Z,市环境监测中心,44,20
2016-04-23T19:00:00.000Z,万里国际学校,35,16
2016-04-23T20:00:00.000Z,选择监测点,38,22
2016-04-23T20:00:00.000Z,区环保大楼,37,20
2016-04-23T20:00:00.000Z,万里学院,33,23
2016-04-23T20:00:00.000Z,龙赛医院,34,12
2016-04-23T20:00:00.000Z,三江中学,40,28
2016-04-23T20:00:00.000Z,钱湖水厂,32,20
2016-04-23T20:00:00.000Z,太古小学,35,24
2016-04-23T20:00:00.000Z,市环境监测中心,50,25
2016-04-23T20:00:00.000Z,万里国际学校,47,24
2016-04-23T21:00:00.000Z,选择监测点,45,27
2016-04-23T21:00:00.000Z,区环保大楼,34,15
2016-04-23T21:00:00.000Z,万里学院,50,35
2016-04-23T21:00:00.000Z,龙赛医院,39,13
2016-04-23T21:00:00.000Z,三江中学,49,34
2016-04-23T21:00:00.000Z,钱湖水厂,38,26
2016-04-23T21:00:00.000Z,太古小学,45,31
2016-04-23T21:00:00.000Z,市环境监测中心,53,32
2016-04-23T21:00:00.000Z,万里国际学校,55,30
2016-04-23T22:00:00.000Z,选择监测点,48,29
2016-04-23T22:00:00.000Z,区环保大楼,38,20
2016-04-23T22:00:00.000Z,万里学院,53,37
2016-04-23T22:00:00.000Z,龙赛医院,37,14
2016-04-23T22:00:00.000Z,三江中学,62,44
2016-04-23T22:00:00.000Z,钱湖水厂,53,37
2016-04-23T22:00:00.000Z,太古小学,45,31
2016-04-23T22:00:00.000Z,市环境监测中心,49,25
2016-04-23T22:00:00.000Z,万里国际学校,54,28
2016-04-23T23:00:00.000Z,选择监测点,40,22
2016-04-23T23:00:00.000Z,区环保大楼,31,15
2016-04-23T23:00:00.000Z,万里学院,46,32
2016-04-23T23:00:00.000Z,龙赛医院,41,8
2016-04-23T23:00:00.000Z,三江中学,39,27
2016-04-23T23:00:00.000Z,钱湖水厂,42,29
2016-04-23T23:00:00.000Z,太古小学,43,30
2016-04-23T23:00:00.000Z,市环境监测中心,46,22
2016-04-23T23:00:00.000Z,万里国际学校,35,17
2016-04-24T00:00:00.000Z,选择监测点,39,19
2016-04-24T00:00:00.000Z,区环保大楼,25,8
2016-04-24T00:00:00.000Z,万里学院,40,28
2016-04-24T00:00:00.000Z,龙赛医院,40,6
2016-04-24T00:00:00.000Z,三江中学,42,29
2016-04-24T00:00:00.000Z,钱湖水厂,49,34
2016-04-24T00:00:00.000Z,太古小学,34,18
2016-04-24T00:00:00.000Z,市环境监测中心,51,27
2016-04-24T00:00:00.000Z,万里国际学校,38,6
2016-04-24T01:00:00.000Z,选择监测点,35,11
2016-04-24T01:00:00.000Z,区环保大楼,34,5
2016-04-24T01:00:00.000Z,万里学院,32,10
2016-04-24T01:00:00.000Z,龙赛医院,41,7
2016-04-24T01:00:00.000Z,三江中学,35,11
2016-04-24T01:00:00.000Z,钱湖水厂,34,21
2016-04-24T01:00:00.000Z,太古小学,36,10
2016-04-24T01:00:00.000Z,市环境监测中心,40,18
2016-04-24T01:00:00.000Z,万里国际学校,35,7
2016-04-24T02:00:00.000Z,选择监测点,35,9
2016-04-24T02:00:00.000Z,区环保大楼,37,6
2016-04-24T02:00:00.000Z,万里学院,33,9
2016-04-24T02:00:00.000Z,龙赛医院,39,8
2016-04-24T02:00:00.000Z,三江中学,35,14
2016-04-24T02:00:00.000Z,钱湖水厂,39,9
2016-04-24T02:00:00.000Z,太古小学,33,11
2016-04-24T02:00:00.000Z,市环境监测中心,35,14
2016-04-24T02:00:00.000Z,万里国际学校,35,7
2016-04-24T03:00:00.000Z,选择监测点,33,12
2016-04-24T03:00:00.000Z,区环保大楼,35,12
2016-04-24T03:00:00.000Z,万里学院,31,10
2016-04-24T03:00:00.000Z,龙赛医院,37,15
2016-04-24T03:00:00.000Z,三江中学,33,12
2016-04-24T03:00:00.000Z,钱湖水厂,38,10
2016-04-24T03:00:00.000Z,太古小学,28,14
2016-04-24T03:00:00.000Z,市环境监测中心,35,14
2016-04-24T03:00:00.000Z,万里国际学校,32,10
2016-04-24T04:00:00.000Z,选择监测点,33,15
2016-04-24T04:00:00.000Z,区环保大楼,32,15
2016-04-24T04:00:00.000Z,万里学院,32,11
2016-04-24T04:00:00.000Z,龙赛医院,36,18
2016-04-24T04:00:00.000Z,三江中学,31,18
2016-04-24T04:00:00.000Z,钱湖水厂,40,11
2016-04-24T04:00:00.000Z,太古小学,30,16
2016-04-24T04:00:00.000Z,市环境监测中心,37,17
2016-04-24T04:00:00.000Z,万里国际学校,33,17
2016-04-24T05:00:00.000Z,选择监测点,39,22
